"id" "species" "tot_photo" "nederNaam" "group" "family"
"339" "Athetis pallustris" "1" "moerasspirea-uil" "macro" "Noctuidae"
"340" "Athrips mouffetella" "0" "kamperfoeliepalpmot" "micro" "Gelechiidae"
"341" "Athrips pruinosella" "0" "waddenpalpmot" "micro" "Gelechiidae"
"342" "Atolmis rubricollis" "922" "zwart beertje" "macro" "Erebidae"
"343" "Atralata albofascialis" "0" "donderkruidmot" "micro" "Crambidae"
"344" "Atremaea lonchoptera" "0" "lisdoddepalpmot" "micro" "Gelechiidae"
"345" "Autographa bractea" "0" "zilvervenster" "macro" "Noctuidae"
"346" "Autographa gamma" "859" "gamma-uil" "macro" "Noctuidae"
"347" "Autographa jota" "188" "jota-uil" "macro" "Noctuidae"
"348" "Autographa pulchrina" "97" "donkere jota-uil" "macro" "Noctuidae"
"349" "Axylia putris" "975" "houtspaander" "macro" "Noctuidae"
"350" "Bacotia claustrella" "0" "knopzakdrager" "micro" "Psychidae"
"351" "Bactra furfurana" "0" "getekende biesbladroller" "micro" "Tortricidae"
"352" "Bactra lacteana" "0" "schijnbiesbladroller" "micro" "Tortricidae"
"353" "Bactra lancealana" "0" "gewone biesbladroller" "micro" "Tortricidae"
"354" "Bactra robustana" "0" "zeebiesbladroller" "micro" "Tortricidae"
"355" "Bactra suedana" "0" "noordelijke biesbladroller" "micro" "Tortricidae"
"356" "Bankesia conspurcatella" "0" "voorjaarszakdrager" "micro" "Psychidae"
"357" "Batia internella" "0" "dennenmosboorder" "micro" "Oecophoridae"
"358" "Batia lambdella" "0" "grote mosboorder" "micro" "Oecophoridae"
"359" "Batia lunaris" "0" "kleine mosboorder" "micro" "Oecophoridae"
"360" "Batrachedra pinicolella" "0" "gele smalvleugelmot" "micro" "Batrachedridae"
"361" "Batrachedra praeangusta" "0" "katjessmalvleugelmot" "micro" "Batrachedridae"
"362" "Bedellia somnulentella" "0" "potloodmot" "micro" "Bedelliidae"
"363" "Bembecia ichneumoniformis" "235" "klaverwespvlinder" "macro" "Sesiidae"
"364" "Bena bicolorana" "442" "grote groenuil" "macro" "Nolidae"
"365" "Bisigna procerella" "0" "naaldkunstwerkje" "micro" "Oecophoridae"
"366" "Biston betularia" "976" "peper-en-zoutvlinder" "macro" "Geometridae"
"367" "Biston strataria" "997" "vroege spanner" "macro" "Geometridae"
"368" "Blastobasis adustella" "0" "donkere spaandermot" "micro" "Blastobasidae"
"369" "Blastobasis glandulella" "0" "eikelspaandermot" "micro" "Blastobasidae"
"370" "Blastobasis lacticolella" "0" "witte spaandermot" "micro" "Blastobasidae"
"371" "Blastobasis pannonica" "0" "" "micro" "Blastobasidae"
"372" "Blastobasis phycidella" "0" "grauwe spaandermot" "micro" "Blastobasidae"
"373" "Blastodacna atra" "0" "appelkwastmot" "micro" "Elachistidae"
"374" "Blastodacna hellerella" "0" "meidoornkwastmot" "micro" "Elachistidae"
"375" "Blastodacna vinolentella" "0" "donkere kwastmot" "micro" "Elachistidae"
"376" "Bohemannia auriciliella" "0" "goudfranjedwergmot" "micro" "Nepticulidae"
"377" "Bohemannia pulverosella" "0" "vroege appeldwergmot" "micro" "Nepticulidae"
"378" "Bohemannia quadrimaculella" "0" "viervlekdwergmot" "micro" "Nepticulidae"
"379" "Borkhausenia fuscescens" "0" "dwergsikkelmot" "micro" "Oecophoridae"
"380" "Borkhausenia luridicomella" "0" "geelkopdwergsikkelmot" "micro" "Oecophoridae"
"381" "Borkhausenia minutella" "0" "schuursikkelmot" "micro" "Oecophoridae"
"382" "Borkhausenia nefrax" "0" "satijnvleugelsikkelmot" "micro" "Oecophoridae"
"383" "Boudinotiana notha" "22" "oranje espenspanner" "macro" "Geometridae"
"384" "Brachionycha nubeculosa" "0" "harige voorjaarsuil" "macro" "Noctuidae"
"385" "Brachmia blandella" "0" "puntvleugelpalpmot" "micro" "Gelechiidae"
"386" "Brachmia dimidiella" "0" "vossenkopmot" "micro" "Gelechiidae"
"387" "Brachmia inornatella" "0" "poeltjespalpmot" "micro" "Gelechiidae"
"388" "Brachylomia viminalis" "6" "katwilguiltje" "macro" "Noctuidae"
"389" "Bryophila domestica" "970" "lichte korstmosuil" "macro" "Noctuidae"
"390" "Bryophila raptricula" "24" "donkere korstmosuil" "macro" "Noctuidae"
"391" "Bryotropha affinis" "0" "geelwitte mospalpmot" "micro" "Gelechiidae"
"392" "Bryotropha basaltinella" "0" "grootvlekmospalpmot" "micro" "Gelechiidae"
"393" "Bryotropha desertella" "0" "bruine mospalpmot" "micro" "Gelechiidae"
"394" "Bryotropha domestica" "0" "mospalpmot" "micro" "Gelechiidae"
"395" "Bryotropha galbanella" "0" "gevlekte mospalpmot" "micro" "Gelechiidae"
"396" "Bryotropha senectella" "0" "donkere mospalpmot" "micro" "Gelechiidae"
"397" "Bryotropha similis" "0" "witte mospalpmot" "micro" "Gelechiidae"
"398" "Bryotropha terrella" "0" "oranje mospalpmot" "micro" "Gelechiidae"
"399" "Bryotropha umbrosella" "0" "variabele mospalpmot" "micro" "Gelechiidae"
"400" "Bucculatrix ainsliella" "0" "amerikaanse ooglapmot" "micro" "Bucculatricidae"
"401" "Bucculatrix albedinella" "0" "witte iepenooglapmot" "micro" "Bucculatricidae"
"402" "Bucculatrix bechsteinella" "0" "meidoornooglapmot" "micro" "Bucculatricidae"
"403" "Bucculatrix chrysanthemella" "0" "struikmargrietooglapmot" "micro" "Bucculatricidae"
"404" "Bucculatrix cidarella" "0" "elzenooglapmot" "micro" "Bucculatricidae"
"405" "Bucculatrix cristatella" "0" "duizendbladooglapmot" "micro" "Bucculatricidae"
"406" "Bucculatrix demaryella" "0" "berkenooglapmot" "micro" "Bucculatricidae"
"407" "Bucculatrix frangutella" "0" "vuilboomooglapmot" "micro" "Bucculatricidae"
"408" "Bucculatrix maritima" "0" "zeeasterooglapmot" "micro" "Bucculatricidae"
"409" "Bucculatrix nigricomella" "0" "margrietooglapmot" "micro" "Bucculatricidae"
"410" "Bucculatrix noltei" "0" "bijvoetooglapmot" "micro" "Bucculatricidae"
"411" "Bucculatrix thoracella" "0" "lindeooglapmot" "micro" "Bucculatricidae"
"412" "Bucculatrix ulmella" "0" "eikenooglapmot" "micro" "Bucculatricidae"
"413" "Bucculatrix ulmifoliae" "0" "donkere iepenooglapmot" "micro" "Bucculatricidae"
"414" "Buckleria paludum" "0" "zonnedauwvedermot" "micro" "Pterophoridae"
"415" "Bupalus piniaria" "960" "dennenspanner" "macro" "Geometridae"
"416" "Buszkoiana capnodactylus" "0" "chocolaatje" "micro" "Pterophoridae"
"417" "Cabera exanthemata" "994" "bruine grijsbandspanner" "macro" "Geometridae"
"418" "Cabera pusaria" "978" "witte grijsbandspanner" "macro" "Geometridae"
"419" "Cacoecimorpha pronubana" "0" "anjerbladroller" "micro" "Tortricidae"
"420" "Cactoblastis cactorum" "0" "cactusmot" "micro" "Pyralidae"
"421" "Cadra calidella" "0" "vruchtmot" "micro" "Pyralidae"
"422" "Cadra cautella" "0" "amandelmot" "micro" "Pyralidae"
"423" "Cadra figulilella" "0" "vijgenmot" "micro" "Pyralidae"
"424" "Calamia tridens" "389" "groene weide-uil" "macro" "Noctuidae"
"425" "Calamotropha paludella" "0" "lisdoddesnuitmot" "micro" "Crambidae"
"426" "Calliergis ramosa" "0" "zuidelijke kamperfoelie-uil" "macro" "Noctuidae"
"427" "Callimorpha dominula" "93" "bonte beer" "macro" "Erebidae"
"428" "Callisto denticulella" "0" "roestmijnmot" "micro" "Gracillariidae"
"429" "Calliteara pudibunda" "972" "meriansborstel" "macro" "Erebidae"
"430" "Callopistria juventina" "33" "varenuil" "macro" "Noctuidae"
"431" "Calophasia lunula" "229" "vlasbekuiltje" "macro" "Noctuidae"
"432" "Caloptilia alchimiella" "0" "goudvleksteltmot" "micro" "Gracillariidae"
"433" "Caloptilia azaleella" "0" "azaleasteltmot" "micro" "Gracillariidae"
"434" "Caloptilia betulicola" "0" "bruine berkensteltmot" "micro" "Gracillariidae"
"435" "Caloptilia cuculipennella" "0" "grauwe steltmot" "micro" "Gracillariidae"
"436" "Caloptilia elongella" "0" "bruine elzensteltmot" "micro" "Gracillariidae"
"437" "Caloptilia falconipennella" "0" "variabele elzensteltmot" "micro" "Gracillariidae"
"438" "Caloptilia fidella" "0" "hopsteltmot" "micro" "Gracillariidae"
"439" "Caloptilia hemidactylella" "0" "bonte esdoornsteltmot" "micro" "Gracillariidae"
"440" "Caloptilia honoratella" "0" "bleke esdoornsteltmot" "micro" "Gracillariidae"
"441" "Caloptilia populetorum" "0" "witte berkensteltmot" "micro" "Gracillariidae"
"442" "Caloptilia robustella" "0" "eikensteltmot" "micro" "Gracillariidae"
"443" "Caloptilia roscipennella" "0" "walnootsteltmot" "micro" "Gracillariidae"
"444" "Caloptilia rufipennella" "0" "donkere esdoornsteltmot" "micro" "Gracillariidae"
"445" "Caloptilia semifascia" "0" "gehaakte steltmot" "micro" "Gracillariidae"
"446" "Caloptilia stigmatella" "0" "wilgensteltmot" "micro" "Gracillariidae"
"447" "Caloptilia suberinella" "0" "gevlekte berkensteltmot" "micro" "Gracillariidae"
"448" "Calybites phasianipennella" "0" "viervleksteltmot" "micro" "Gracillariidae"
"449" "Cameraria ohridella" "0" "paardenkastanjemineermot" "micro" "Gracillariidae"
"450" "Campaea margaritaria" "958" "appeltak" "macro" "Geometridae"
"451" "Camptogramma bilineata" "936" "gestreepte goudspanner" "macro" "Geometridae"
"452" "Canephora hirsuta" "0" "kleine reuzenzakdrager" "micro" "Psychidae"
"453" "Capperia britanniodactylus" "0" "salievedermot" "micro" "Pterophoridae"
"454" "Capua vulgana" "0" "meibladroller" "micro" "Tortricidae"
"455" "Caradrina clavipalpis" "998" "huisuil" "macro" "Noctuidae"
"456" "Caradrina gilva" "36" "grauwe stofuil" "macro" "Noctuidae"
"457" "Caradrina kadenii" "765" "kadeni-stofuil" "macro" "Noctuidae"
"458" "Caradrina morpheus" "1002" "morpheusstofuil" "macro" "Noctuidae"
"459" "Caradrina selini" "5" "zandstofuil" "macro" "Noctuidae"
"460" "Carbatina picrocarpa" "0" "zwartzoompalpmot" "micro" "Gelechiidae"
"461" "Carcina quercana" "0" "vuurmot" "micro" "Peleopodidae"
"462" "Carpatolechia aenigma" "0" "sobere smalpalpmot" "micro" "Gelechiidae"
"463" "Carpatolechia alburnella" "0" "satijnsmalpalpmot" "micro" "Gelechiidae"
"464" "Carpatolechia decorella" "0" "schouderstreepmot" "micro" "Gelechiidae"
"465" "Carpatolechia fugacella" "0" "variabele smalpalpmot" "micro" "Gelechiidae"
"466" "Carpatolechia fugitivella" "0" "gelijnde smalpalpmot" "micro" "Gelechiidae"
"467" "Carpatolechia notatella" "0" "lichte smalpalpmot" "micro" "Gelechiidae"
"468" "Carpatolechia proximella" "0" "smalpalpmot" "micro" "Gelechiidae"
"469" "Caryocolum alsinella" "0" "gewone kustmot" "micro" "Gelechiidae"
"470" "Caryocolum blandella" "0" "zwartvlerkkustmot" "micro" "Gelechiidae"
"471" "Caryocolum blandulella" "0" "lichte kustmot" "micro" "Gelechiidae"
"472" "Caryocolum cauligenella" "0" "silenekustmot" "micro" "Gelechiidae"
"473" "Caryocolum fischerella" "0" "zeepje" "micro" "Gelechiidae"
"474" "Caryocolum fraternella" "0" "bruine kustmot" "micro" "Gelechiidae"
"475" "Caryocolum kroesmanniella" "0" "gevlekte kustmot" "micro" "Gelechiidae"
"476" "Caryocolum marmorea" "0" "oranje kustmot" "micro" "Gelechiidae"
"477" "Caryocolum proxima" "0" "grijze kustmot" "micro" "Gelechiidae"
"478" "Caryocolum tricolorella" "0" "driekleurige kustmot" "micro" "Gelechiidae"
"479" "Cataclysme riguata" "0" "kalkbandspanner" "macro" "Geometridae"
"480" "Cataclysta lemnata" "0" "kroosvlindertje" "micro" "Crambidae"
"481" "Catarhoe cuculata" "10" "bonte walstrospanner" "macro" "Geometridae"
"482" "Catarhoe rubidata" "0" "roodbruine walstrospanner" "macro" "Geometridae"
"483" "Catephia alchymista" "47" "wit weeskind" "macro" "Erebidae"
"484" "Catocala electa" "0" "wilgenweeskind" "macro" "Erebidae"
"485" "Catocala elocata" "0" "populierenweeskind" "macro" "Erebidae"
"486" "Catocala fraxini" "329" "blauw weeskind" "macro" "Erebidae"
"487" "Catocala nupta" "964" "rood weeskind" "macro" "Erebidae"
"488" "Catocala nymphagoga" "0" "klein geel weeskind" "macro" "Erebidae"
"489" "Catocala promissa" "40" "eikenweeskind" "macro" "Erebidae"
"490" "Catocala sponsa" "923" "karmozijnrood weeskind" "macro" "Erebidae"
"491" "Catoptria falsella" "0" "drietandvlakjesmot" "micro" "Crambidae"
"492" "Catoptria fulgidella" "0" "getande vlakjesmot" "micro" "Crambidae"
"493" "Catoptria lythargyrella" "0" "satijnvlakjesmot" "micro" "Crambidae"
"494" "Catoptria margaritella" "0" "gelijnde vlakjesmot" "micro" "Crambidae"
"495" "Catoptria osthelderi" "0" "smalle vlakjesmot" "micro" "Crambidae"
"496" "Catoptria permutatellus" "0" "brede vlakjesmot" "micro" "Crambidae"
"497" "Catoptria pinella" "0" "egale vlakjesmot" "micro" "Crambidae"
"498" "Catoptria verellus" "0" "zwartbruine vlakjesmot" "micro" "Crambidae"
"499" "Cauchas fibulella" "0" "dwerglangsprietmot" "micro" "Adelidae"
"500" "Cauchas rufimitrella" "0" "pinksterbloemlangsprietmot" "micro" "Adelidae"
"501" "Cedestis gysseleniella" "0" "nassaubandmot" "micro" "Yponomeutidae"
"502" "Cedestis subfasciella" "0" "donkere nassaubandmot" "micro" "Yponomeutidae"
"503" "Celaena haworthii" "55" "wollegras-uil" "macro" "Noctuidae"
"504" "Celypha aurofasciana" "0" "goudlijnbladroller" "micro" "Tortricidae"
"505" "Celypha cespitana" "0" "oranjegele lijnbladroller" "micro" "Tortricidae"
"506" "Celypha lacunana" "0" "brandnetelbladroller" "micro" "Tortricidae"
"507" "Celypha rivulana" "0" "roodbruine lijnbladroller" "micro" "Tortricidae"
"508" "Celypha rosaceana" "0" "roze lijnbladroller" "micro" "Tortricidae"
"509" "Celypha rufana" "0" "smallijnbladroller" "micro" "Tortricidae"
"510" "Celypha rurestrana" "0" "grauwe lijnbladroller" "micro" "Tortricidae"
"511" "Celypha siderana" "0" "kristalbladroller" "micro" "Tortricidae"
"512" "Celypha striana" "0" "paardenbloembladroller" "micro" "Tortricidae"
"513" "Celypha tiedemanniana" "0" "witte lijnbladroller" "micro" "Tortricidae"
"514" "Cepphis advenaria" "477" "kleine herculesspanner" "macro" "Geometridae"
"515" "Ceramica pisi" "155" "erwtenuil" "macro" "Noctuidae"
"516" "Cerapteryx graminis" "816" "bonte grasuil" "macro" "Noctuidae"
"517" "Cerastis leucographa" "89" "witringuil" "macro" "Noctuidae"
"518" "Cerastis rubricosa" "569" "rode vlekkenuil" "macro" "Noctuidae"
"519" "Cerura erminea" "271" "witte hermelijnvlinder" "macro" "Notodontidae"
"520" "Cerura vinula" "800" "hermelijnvlinder" "macro" "Notodontidae"
"521" "Chamaesphecia empiformis" "169" "schijn-wolfsmelkwespvlinder" "macro" "Sesiidae"
"522" "Chamaesphecia tenthrediniformis" "528" "wolfsmelkwespvlinder" "macro" "Sesiidae"
"523" "Charanyca ferruginea" "999" "randvlekuil" "macro" "Noctuidae"
"524" "Charanyca trigrammica" "983" "drielijnuil" "macro" "Noctuidae"
"525" "Chariaspilates formosaria" "0" "oostelijke spanner" "macro" "Geometridae"
"526" "Charissa obscurata" "14" "heide-oogspanner" "macro" "Geometridae"
"527" "Chesias legatella" "420" "herfstbremspanner" "macro" "Geometridae"
"528" "Chesias rufata" "0" "zomerbremspanner" "macro" "Geometridae"
"529" "Chiasmia clathrata" "945" "klaverspanner" "macro" "Geometridae"
"530" "Chilo phragmitella" "0" "rietmot" "micro" "Crambidae"
"531" "Chilodes maritima" "339" "smalvleugelrietboorder" "macro" "Noctuidae"
"532" "Chionodes continuella" "0" "witkoppalpmot" "micro" "Gelechiidae"
"533" "Chionodes distinctella" "0" "bruine witkoppalpmot" "micro" "Gelechiidae"
"534" "Chionodes electella" "0" "gevlekte witkoppalpmot" "micro" "Gelechiidae"
"535" "Chionodes fumatella" "0" "witschubbige palpmot" "micro" "Gelechiidae"
"536" "Chionodes tragicella" "0" "mistpalpmot" "micro" "Gelechiidae"
"537" "Chloantha hyperici" "51" "sint-janskruiduil" "macro" "Noctuidae"
"538" "Chlorissa viridata" "104" "smaragdgroene zomervlinder" "macro" "Geometridae"
"539" "Chloroclysta miata" "15" "herfstpapegaaitje" "macro" "Geometridae"
"540" "Chloroclysta siterata" "963" "papegaaitje" "macro" "Geometridae"
"541" "Chloroclystis v-ata" "935" "v-dwergspanner" "macro" "Geometridae"
"542" "Choreutis nemorana" "0" "gevlamde skeletteermot" "micro" "Choreutidae"
"543" "Choreutis pariana" "0" "skeletteermot" "micro" "Choreutidae"
"544" "Choristoneura diversana" "0" "schijfbandbladroller" "micro" "Tortricidae"
"545" "Choristoneura hebenstreitella" "0" "reuzenbladroller" "micro" "Tortricidae"
"546" "Choristoneura lafauryana" "0" "gele gagelbladroller" "micro" "Tortricidae"
"547" "Choristoneura murinana" "0" "donkere schijfbandbladroller" "micro" "Tortricidae"
"548" "Chrysoclista lathamella" "0" "donkere klinknagelmot" "micro" "Elachistidae"
"549" "Chrysoclista linneella" "0" "klinknagelmot" "micro" "Elachistidae"
"550" "Chrysodeixis chalcites" "860" "turkse uil" "macro" "Noctuidae"
"551" "Chrysoesthia drurella" "0" "gloriemot" "micro" "Gelechiidae"
"552" "Chrysoesthia sexguttella" "0" "zesvleksmot" "micro" "Gelechiidae"
"553" "Chrysoteuchia culmella" "0" "gewone grasmot" "micro" "Crambidae"
"554" "Cidaria fulvata" "938" "oranje bruinbandspanner" "macro" "Geometridae"
"555" "Cilix glaucata" "773" "witte eenstaart" "macro" "Drepanidae"
"556" "Clavigesta purdeyi" "0" "kleine dennenbladroller" "micro" "Tortricidae"
"557" "Clavigesta sylvestrana" "0" "grote dennenlotbladroller" "micro" "Tortricidae"
"558" "Cleora cinctaria" "45" "geringde spikkelspanner" "macro" "Geometridae"
"559" "Cleorodes lichenaria" "115" "korstmosspanner" "macro" "Geometridae"
"560" "Clepsis consimilana" "0" "tuinbladroller" "micro" "Tortricidae"
"561" "Clepsis dumicolana" "0" "klimopbladroller" "micro" "Tortricidae"
"562" "Clepsis neglectana" "0" "snedebandbladroller" "micro" "Tortricidae"
"563" "Clepsis pallidana" "0" "giraffemot" "micro" "Tortricidae"
"564" "Clepsis peritana" "0" "yankee" "micro" "Tortricidae"
"565" "Clepsis rurinana" "0" "cirkelbladroller" "micro" "Tortricidae"
"566" "Clepsis senecionana" "0" "gagelbladroller" "micro" "Tortricidae"
"567" "Clepsis spectrana" "0" "koolbladroller" "micro" "Tortricidae"
"568" "Clostera anachoreta" "210" "kleine wapendrager" "macro" "Notodontidae"
"569" "Clostera anastomosis" "0" "roestbruine wapendrager" "macro" "Notodontidae"
"570" "Clostera curtula" "921" "bruine wapendrager" "macro" "Notodontidae"
"571" "Clostera pigra" "311" "donkere wapendrager" "macro" "Notodontidae"
"572" "Cnaemidophorus rhododactyla" "0" "rozenvedermot" "micro" "Pterophoridae"
"573" "Cnephasia asseclana" "0" "fijne spikkelbladroller" "micro" "Tortricidae"
"574" "Cnephasia communana" "0" "erwtentopbladroller" "micro" "Tortricidae"
"575" "Cnephasia genitalana" "0" "vale spikkelbladroller" "micro" "Tortricidae"
"576" "Cnephasia incertana" "0" "spikkelbladroller" "micro" "Tortricidae"
"577" "Cnephasia longana" "0" "topbladroller" "micro" "Tortricidae"
"578" "Cnephasia pasiuana" "0" "moerasspikkelbladroller" "micro" "Tortricidae"
"579" "Cnephasia pumicana" "0" "ivoorspikkelbladroller" "micro" "Tortricidae"
"580" "Cnephasia sedana" "0" "slanke spikkelbladroller" "micro" "Tortricidae"
"581" "Cnephasia stephensiana" "0" "zomerspikkelbladroller" "micro" "Tortricidae"
"582" "Cochylidia implicitana" "0" "kamillebladroller" "micro" "Tortricidae"
"583" "Cochylidia richteriana" "0" "zwarthoekbladroller" "micro" "Tortricidae"
"584" "Cochylidia rupicola" "0" "veelkleurige bladroller" "micro" "Tortricidae"
"585" "Cochylimorpha alternana" "0" "centauriebladroller" "micro" "Tortricidae"
"586" "Cochylimorpha straminea" "0" "moerasbladroller" "micro" "Tortricidae"
"587" "Cochylis atricapitana" "0" "sint-jacobsbladroller" "micro" "Tortricidae"
"588" "Cochylis dubitana" "0" "blauwe distelbladroller" "micro" "Tortricidae"
"589" "Cochylis flaviciliana" "0" "regenboogbladroller" "micro" "Tortricidae"
"590" "Cochylis hybridella" "0" "koperrandbladroller" "micro" "Tortricidae"
"591" "Cochylis molliculana" "0" "dubbelkelkbladroller" "micro" "Tortricidae"
"592" "Cochylis nana" "0" "vroege dwergbladroller" "micro" "Tortricidae"
"593" "Cochylis pallidana" "0" "zandblauwbladroller" "micro" "Tortricidae"
"594" "Cochylis posterana" "0" "roodtipbladroller" "micro" "Tortricidae"
"595" "Cochylis roseana" "0" "roze bladroller" "micro" "Tortricidae"
"596" "Coenobia rufa" "494" "russenuil" "macro" "Noctuidae"
"597" "Coenophila subrosea" "2" "hoogveenaarduil" "macro" "Noctuidae"
"598" "Coleophora adjunctella" "0" "egale ruskokermot" "micro" "Coleophoridae"
"599" "Coleophora adspersella" "0" "witsprietmeldekokermot" "micro" "Coleophoridae"
"600" "Coleophora ahenella" "0" "heksenmutskokermot" "micro" "Coleophoridae"
"601" "Coleophora albicans" "0" "alsemkokermot" "micro" "Coleophoridae"
"602" "Coleophora albicosta" "0" "gaspeldoornkokermot" "micro" "Coleophoridae"
"603" "Coleophora albicostella" "0" "aardbeikokermot" "micro" "Coleophoridae"
"604" "Coleophora albidella" "0" "witte wilgenkokermot" "micro" "Coleophoridae"
"605" "Coleophora albitarsella" "0" "zwarte weidekokermot" "micro" "Coleophoridae"
"606" "Coleophora alcyonipennella" "0" "metaalkokermot" "micro" "Coleophoridae"
"607" "Coleophora alnifoliae" "0" "elzenkokermot" "micro" "Coleophoridae"
"608" "Coleophora alticolella" "0" "gewone ruskokermot" "micro" "Coleophoridae"
